Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Men	2026	British Columbia	8624	90 years and older	0.0	2301.0	-10.0
Women	2026	British Columbia	25763	0 years	25814.0	89.0	38.0
Women	2026	British Columbia	127295	5 to 9 years	0.0	12.0	424.0
Women	2026	British Columbia	130720	10 to 14 years	0.0	10.0	254.0
Women	2026	British Columbia	142067	15 to 19 years	0.0	42.0	216.0
Women	2026	British Columbia	178157	20 to 24 years	0.0	70.0	827.0
Women	2026	British Columbia	212021	25 to 29 years	0.0	103.0	1553.0
Women	2026	British Columbia	221011	30 to 34 years	0.0	127.0	1312.0
Women	2026	British Columbia	204018	35 to 39 years	0.0	162.0	770.0
Women	2026	British Columbia	188059	40 to 44 years	0.0	185.0	611.0
Women	2026	British Columbia	169780	45 to 49 years	0.0	247.0	503.0
Women	2026	British Columbia	176722	50 to 54 years	0.0	383.0	570.0
Women	2026	British Columbia	177202	55 to 59 years	0.0	594.0	424.0
Women	2026	British Columbia	187151	60 to 64 years	0.0	949.0	435.0
Women	2026	British Columbia	172841	65 to 69 years	0.0	1337.0	260.0
Women	2026	British Columbia	141046	70 to 74 years	0.0	1802.0	19.0
Women	2026	British Columbia	103445	75 to 79 years	0.0	2339.0	-87.0
Women	2026	British Columbia	63418	80 to 84 years	0.0	2638.0	16.0
Women	2026	British Columbia	34815	85 to 89 years	0.0	2884.0	-32.0
Women	2026	British Columbia	17942	90 years and older	0.0	3919.0	2.0
Men	2026	Yukon	269	0 years	268.0	1.0	2.0
Men	2026	Yukon	1301	5 to 9 years	0.0	0.0	9.0
Men	2026	Yukon	1328	10 to 14 years	0.0	0.0	0.0
Men	2026	Yukon	1244	15 to 19 years	0.0	1.0	11.0
Men	2026	Yukon	1457	20 to 24 years	0.0	3.0	41.0
Men	2026	Yukon	1901	25 to 29 years	0.0	5.0	45.0
Men	2026	Yukon	2086	30 to 34 years	0.0	5.0	35.0
Men	2026	Yukon	2112	35 to 39 years	0.0	4.0	46.0
Men	2026	Yukon	1770	40 to 44 years	0.0	3.0	15.0
Men	2026	Yukon	1439	45 to 49 years	0.0	4.0	7.0
Men	2026	Yukon	1343	50 to 54 years	0.0	5.0	1.0
Men	2026	Yukon	1279	55 to 59 years	0.0	6.0	-6.0
Men	2026	Yukon	1402	60 to 64 years	0.0	13.0	-1.0
Men	2026	Yukon	1255	65 to 69 years	0.0	19.0	-10.0
Men	2026	Yukon	877	70 to 74 years	0.0	24.0	-5.0
Men	2026	Yukon	596	75 to 79 years	0.0	26.0	-3.0
Men	2026	Yukon	251	80 to 84 years	0.0	23.0	0.0
Men	2026	Yukon	88	85 to 89 years	0.0	12.0	0.0
Men	2026	Yukon	43	90 years and older	0.0	9.0	0.0
Women	2026	Yukon	270	0 years	268.0	1.0	3.0
Women	2026	Yukon	1256	5 to 9 years	0.0	0.0	7.0
Women	2026	Yukon	1171	10 to 14 years	0.0	0.0	6.0
Women	2026	Yukon	1107	15 to 19 years	0.0	0.0	4.0
Women	2026	Yukon	1455	20 to 24 years	0.0	0.0	41.0
Women	2026	Yukon	1958	25 to 29 years	0.0	1.0	51.0
Women	2026	Yukon	2184	30 to 34 years	0.0	3.0	34.0
Women	2026	Yukon	2176	35 to 39 years	0.0	0.0	35.0
Women	2026	Yukon	1748	40 to 44 years	0.0	3.0	11.0
Women	2026	Yukon	1470	45 to 49 years	0.0	2.0	1.0
Women	2026	Yukon	1361	50 to 54 years	0.0	3.0	-21.0
Women	2026	Yukon	1233	55 to 59 years	0.0	7.0	-3.0
Women	2026	Yukon	1503	60 to 64 years	0.0	8.0	-2.0
Women	2026	Yukon	1200	65 to 69 years	0.0	15.0	-16.0
Women	2026	Yukon	828	70 to 74 years	0.0	21.0	-1.0
Women	2026	Yukon	557	75 to 79 years	0.0	17.0	2.0
Women	2026	Yukon	213	80 to 84 years	0.0	14.0	0.0
Women	2026	Yukon	110	85 to 89 years	0.0	11.0	0.0
Women	2026	Yukon	43	90 years and older	0.0	7.0	0.0
Men	2026	Northwest Territories	281	0 years	284.0	2.0	-1.0
Men	2026	Northwest Territories	1461	5 to 9 years	0.0	0.0	-17.0
Men	2026	Northwest Territories	1375	10 to 14 years	0.0	0.0	-18.0
Men	2026	Northwest Territories	1390	15 to 19 years	0.0	0.0	-12.0
Men	2026	Northwest Territories	1513	20 to 24 years	0.0	2.0	29.0
Men	2026	Northwest Territories	1988	25 to 29 years	0.0	4.0	8.0
Men	2026	Northwest Territories	1941	30 to 34 years	0.0	5.0	-24.0
Men	2026	Northwest Territories	1709	35 to 39 years	0.0	5.0	-5.0
Men	2026	Northwest Territories	1544	40 to 44 years	0.0	4.0	-22.0
Men	2026	Northwest Territories	1378	45 to 49 years	0.0	5.0	-20.0
Men	2026	Northwest Territories	1537	50 to 54 years	0.0	6.0	0.0
Men	2026	Northwest Territories	1383	55 to 59 years	0.0	9.0	-14.0
Men	2026	Northwest Territories	1323	60 to 64 years	0.0	15.0	-34.0
Men	2026	Northwest Territories	845	65 to 69 years	0.0	17.0	-29.0
Men	2026	Northwest Territories	567	70 to 74 years	0.0	19.0	-5.0
Men	2026	Northwest Territories	376	75 to 79 years	0.0	20.0	-1.0
Men	2026	Northwest Territories	150	80 to 84 years	0.0	13.0	0.0
Men	2026	Northwest Territories	67	85 to 89 years	0.0	11.0	0.0
Men	2026	Northwest Territories	23	90 years and older	0.0	6.0	0.0
Women	2026	Northwest Territories	273	0 years	284.0	1.0	-10.0
Women	2026	Northwest Territories	1451	5 to 9 years	0.0	0.0	-5.0
Women	2026	Northwest Territories	1440	10 to 14 years	0.0	0.0	-12.0
Women	2026	Northwest Territories	1349	15 to 19 years	0.0	0.0	0.0
Women	2026	Northwest Territories	1462	20 to 24 years	0.0	2.0	3.0
Women	2026	Northwest Territories	1749	25 to 29 years	0.0	1.0	16.0
Women	2026	Northwest Territories	1768	30 to 34 years	0.0	1.0	-32.0
Women	2026	Northwest Territories	1642	35 to 39 years	0.0	1.0	-17.0
Women	2026	Northwest Territories	1553	40 to 44 years	0.0	2.0	-15.0
Women	2026	Northwest Territories	1368	45 to 49 years	0.0	3.0	-10.0
Women	2026	Northwest Territories	1410	50 to 54 years	0.0	5.0	-7.0
Women	2026	Northwest Territories	1228	55 to 59 years	0.0	6.0	-46.0
Women	2026	Northwest Territories	1213	60 to 64 years	0.0	9.0	-10.0
Women	2026	Northwest Territories	809	65 to 69 years	0.0	9.0	-23.0
Women	2026	Northwest Territories	566	70 to 74 years	0.0	13.0	0.0
Women	2026	Northwest Territories	347	75 to 79 years	0.0	14.0	0.0
Women	2026	Northwest Territories	192	80 to 84 years	0.0	18.0	-3.0
Women	2026	Northwest Territories	61	85 to 89 years	0.0	10.0	0.0
Women	2026	Northwest Territories	44	90 years and older	0.0	10.0	0.0
Men	2026	Nunavut	432	0 years	444.0	8.0	-4.0
Men	2026	Nunavut	2202	5 to 9 years	0.0	0.0	-16.0
Men	2026	Nunavut	1908	10 to 14 years	0.0	1.0	-16.0
Men	2026	Nunavut	1666	15 to 19 years	0.0	7.0	-2.0
Men	2026	Nunavut	1643	20 to 24 years	0.0	7.0	3.0
Men	2026	Nunavut	1634	25 to 29 years	0.0	7.0	5.0
Men	2026	Nunavut	1648	30 to 34 years	0.0	6.0	-7.0
Men	2026	Nunavut	1435	35 to 39 years	0.0	5.0	1.0
Men	2026	Nunavut	1221	40 to 44 years	0.0	5.0	-6.0
Men	2026	Nunavut	1109	45 to 49 years	0.0	6.0	11.0
Men	2026	Nunavut	1090	50 to 54 years	0.0	7.0	13.0
Men	2026	Nunavut	934	55 to 59 years	0.0	9.0	-16.0
Men	2026	Nunavut	660	60 to 64 years	0.0	10.0	-22.0
Men	2026	Nunavut	353	65 to 69 years	0.0	9.0	-14.0
Men	2026	Nunavut	236	70 to 74 years	0.0	10.0	-3.0
Men	2026	Nunavut	124	75 to 79 years	0.0	7.0	-2.0
Men	2026	Nunavut	40	80 to 84 years	0.0	6.0	0.0
Men	2026	Nunavut	19	85 to 89 years	0.0	1.0	0.0
Men	2026	Nunavut	7	90 years and older	0.0	0.0	0.0
Women	2026	Nunavut	429	0 years	444.0	6.0	-9.0
Women	2026	Nunavut	2161	5 to 9 years	0.0	0.0	-6.0
Women	2026	Nunavut	2007	10 to 14 years	0.0	1.0	-6.0
Women	2026	Nunavut	1764	15 to 19 years	0.0	2.0	-4.0
Women	2026	Nunavut	1579	20 to 24 years	0.0	2.0	-3.0
Women	2026	Nunavut	1664	25 to 29 years	0.0	3.0	8.0
Women	2026	Nunavut	1554	30 to 34 years	0.0	3.0	-14.0
Women	2026	Nunavut	1272	35 to 39 years	0.0	3.0	-19.0
Women	2026	Nunavut	1149	40 to 44 years	0.0	2.0	1.0
Women	2026	Nunavut	966	45 to 49 years	0.0	3.0	-3.0
Women	2026	Nunavut	1167	50 to 54 years	0.0	6.0	6.0
Women	2026	Nunavut	922	55 to 59 years	0.0	5.0	-6.0
Women	2026	Nunavut	565	60 to 64 years	0.0	8.0	-17.0
Women	2026	Nunavut	338	65 to 69 years	0.0	8.0	-12.0
Women	2026	Nunavut	244	70 to 74 years	0.0	9.0	-2.0
Women	2026	Nunavut	108	75 to 79 years	0.0	8.0	-1.0
Women	2026	Nunavut	49	80 to 84 years	0.0	6.0	0.0
Women	2026	Nunavut	25	85 to 89 years	0.0	5.0	0.0
Women	2026	Nunavut	8	90 years and older	0.0	1.0	0.0
Men	2027	Alberta	107410	1 to 4 years	0.0	22.0	67.0
Men	2027	British Columbia	92807	1 to 4 years	0.0	12.0	350.0
Men	2027	Manitoba	33239	1 to 4 years	0.0	11.0	-190.0
Men	2027	New Brunswick	14726	1 to 4 years	0.0	1.0	106.0
Men	2027	Newfoundland and Labrador	8187	1 to 4 years	0.0	0.0	13.0
Men	2027	Northwest Territories	1085	1 to 4 years	0.0	0.0	-12.0
Men	2027	Nova Scotia	17874	1 to 4 years	0.0	3.0	105.0
Men	2027	Nunavut	1688	1 to 4 years	0.0	1.0	-12.0
Men	2027	Ontario	294288	1 to 4 years	0.0	55.0	68.0
Men	2027	Prince Edward Island	3081	1 to 4 years	0.0	0.0	29.0
Men	2027	Quebec	176206	1 to 4 years	0.0	29.0	-223.0
Men	2027	Saskatchewan	28084	1 to 4 years	0.0	9.0	-278.0
Men	2027	Yukon	976	1 to 4 years	0.0	0.0	14.0
Women	2027	Alberta	102263	1 to 4 years	0.0	18.0	72.0
Women	2027	British Columbia	88490	1 to 4 years	0.0	13.0	293.0
Women	2027	Manitoba	32184	1 to 4 years	0.0	8.0	-209.0
Women	2027	New Brunswick	13652	1 to 4 years	0.0	1.0	95.0
Women	2027	Newfoundland and Labrador	7759	1 to 4 years	0.0	1.0	10.0
Women	2027	Northwest Territories	1010	1 to 4 years	0.0	0.0	-17.0
Women	2027	Nova Scotia	16981	1 to 4 years	0.0	2.0	101.0
Women	2027	Nunavut	1633	1 to 4 years	0.0	1.0	-16.0
Women	2027	Ontario	282440	1 to 4 years	0.0	33.0	85.0
Women	2027	Prince Edward Island	3033	1 to 4 years	0.0	0.0	35.0
Women	2027	Quebec	166106	1 to 4 years	0.0	21.0	-192.0
Women	2027	Saskatchewan	26935	1 to 4 years	0.0	8.0	-229.0
Women	2027	Yukon	949	1 to 4 years	0.0	0.0	11.0
Men	2027	Newfoundland and Labrador	1916	0 years	1918.0	11.0	9.0
Men	2027	Newfoundland and Labrador	12017	5 to 9 years	0.0	1.0	-4.0
Men	2027	Newfoundland and Labrador	13256	10 to 14 years	0.0	1.0	6.0
Men	2027	Newfoundland and Labrador	14098	15 to 19 years	0.0	6.0	-40.0
Men	2027	Newfoundland and Labrador	14645	20 to 24 years	0.0	11.0	-221.0
Men	2027	Newfoundland and Labrador	14336	25 to 29 years	0.0	16.0	-175.0
Men	2027	Newfoundland and Labrador	15006	30 to 34 years	0.0	19.0	-110.0
Men	2027	Newfoundland and Labrador	15471	35 to 39 years	0.0	25.0	-64.0
Men	2027	Newfoundland and Labrador	15655	40 to 44 years	0.0	33.0	-65.0
Men	2027	Newfoundland and Labrador	16895	45 to 49 years	0.0	50.0	52.0
Men	2027	Newfoundland and Labrador	18389	50 to 54 years	0.0	86.0	39.0
Men	2027	Newfoundland and Labrador	20555	55 to 59 years	0.0	149.0	82.0
Men	2027	Newfoundland and Labrador	20911	60 to 64 years	0.0	236.0	74.0
Men	2027	Newfoundland and Labrador	19313	65 to 69 years	0.0	323.0	49.0
Men	2027	Newfoundland and Labrador	15627	70 to 74 years	0.0	438.0	10.0
Men	2027	Newfoundland and Labrador	10589	75 to 79 years	0.0	492.0	7.0
Men	2027	Newfoundland and Labrador	4711	80 to 84 years	0.0	410.0	2.0
Men	2027	Newfoundland and Labrador	1647	85 to 89 years	0.0	270.0	2.0
Men	2027	Newfoundland and Labrador	349	90 years and older	0.0	118.0	0.0
Women	2027	Newfoundland and Labrador	1912	0 years	1918.0	8.0	2.0
Women	2027	Newfoundland and Labrador	11552	5 to 9 years	0.0	1.0	10.0
Women	2027	Newfoundland and Labrador	12508	10 to 14 years	0.0	1.0	0.0
Women	2027	Newfoundland and Labrador	12977	15 to 19 years	0.0	4.0	-38.0
Women	2027	Newfoundland and Labrador	13398	20 to 24 years	0.0	4.0	-175.0
Women	2027	Newfoundland and Labrador	13276	25 to 29 years	0.0	8.0	-116.0
Women	2027	Newfoundland and Labrador	14826	30 to 34 years	0.0	9.0	-59.0
Women	2027	Newfoundland and Labrador	16017	35 to 39 years	0.0	14.0	0.0
Women	2027	Newfoundland and Labrador	16451	40 to 44 years	0.0	19.0	-15.0
Women	2027	Newfoundland and Labrador	17467	45 to 49 years	0.0	32.0	56.0
Women	2027	Newfoundland and Labrador	19473	50 to 54 years	0.0	55.0	41.0
Women	2027	Newfoundland and Labrador	21609	55 to 59 years	0.0	98.0	88.0
Women	2027	Newfoundland and Labrador	21715	60 to 64 years	0.0	158.0	66.0
Women	2027	Newfoundland and Labrador	20678	65 to 69 years	0.0	231.0	18.0
Women	2027	Newfoundland and Labrador	17416	70 to 74 years	0.0	331.0	-12.0
Women	2027	Newfoundland and Labrador	12365	75 to 79 years	0.0	416.0	18.0
Women	2027	Newfoundland and Labrador	6398	80 to 84 years	0.0	396.0	-5.0
Women	2027	Newfoundland and Labrador	2811	85 to 89 years	0.0	341.0	0.0
Women	2027	Newfoundland and Labrador	962	90 years and older	0.0	264.0	0.0
Men	2027	Prince Edward Island	864	0 years	848.0	2.0	18.0
Men	2027	Prince Edward Island	4461	5 to 9 years	0.0	0.0	7.0
Men	2027	Prince Edward Island	4640	10 to 14 years	0.0	0.0	-3.0
Men	2027	Prince Edward Island	4890	15 to 19 years	0.0	2.0	-5.0
Men	2027	Prince Edward Island	7678	20 to 24 years	0.0	3.0	142.0
Men	2027	Prince Edward Island	6642	25 to 29 years	0.0	4.0	-36.0
Men	2027	Prince Edward Island	5606	30 to 34 years	0.0	4.0	37.0
Men	2027	Prince Edward Island	5111	35 to 39 years	0.0	3.0	15.0
Men	2027	Prince Edward Island	4927	40 to 44 years	0.0	6.0	-10.0
Men	2027	Prince Edward Island	4946	45 to 49 years	0.0	9.0	3.0
Men	2027	Prince Edward Island	5133	50 to 54 years	0.0	20.0	0.0
Men	2027	Prince Edward Island	5551	55 to 59 years	0.0	32.0	47.0
Men	2027	Prince Edward Island	5816	60 to 64 years	0.0	56.0	31.0
Men	2027	Prince Edward Island	5217	65 to 69 years	0.0	76.0	41.0
Men	2027	Prince Edward Island	4128	70 to 74 years	0.0	100.0	24.0
Men	2027	Prince Edward Island	2896	75 to 79 years	0.0	121.0	-6.0
Men	2027	Prince Edward Island	1268	80 to 84 years	0.0	101.0	-7.0
Men	2027	Prince Edward Island	541	85 to 89 years	0.0	80.0	0.0
Men	2027	Prince Edward Island	155	90 years and older	0.0	45.0	0.0
Women	2027	Prince Edward Island	854	0 years	848.0	4.0	10.0
Women	2027	Prince Edward Island	4208	5 to 9 years	0.0	0.0	31.0
Women	2027	Prince Edward Island	4543	10 to 14 years	0.0	0.0	1.0
Women	2027	Prince Edward Island	4764	15 to 19 years	0.0	0.0	-21.0
Women	2027	Prince Edward Island	7163	20 to 24 years	0.0	1.0	73.0
Women	2027	Prince Edward Island	6041	25 to 29 years	0.0	1.0	7.0
Women	2027	Prince Edward Island	5663	30 to 34 years	0.0	2.0	51.0
Women	2027	Prince Edward Island	5450	35 to 39 years	0.0	3.0	-2.0
Women	2027	Prince Edward Island	5416	40 to 44 years	0.0	5.0	-21.0
Women	2027	Prince Edward Island	5276	45 to 49 years	0.0	6.0	14.0
Women	2027	Prince Edward Island	5469	50 to 54 years	0.0	12.0	19.0
Women	2027	Prince Edward Island	5959	55 to 59 years	0.0	20.0	56.0
Women	2027	Prince Edward Island	6327	60 to 64 years	0.0	36.0	31.0
Women	2027	Prince Edward Island	5835	65 to 69 years	0.0	50.0	35.0
Women	2027	Prince Edward Island	4736	70 to 74 years	0.0	73.0	18.0
Women	2027	Prince Edward Island	3483	75 to 79 years	0.0	91.0	4.0
Women	2027	Prince Edward Island	1947	80 to 84 years	0.0	91.0	5.0
Women	2027	Prince Edward Island	1011	85 to 89 years	0.0	97.0	1.0
Women	2027	Prince Edward Island	372	90 years and older	0.0	99.0	-2.0
Men	2027	Nova Scotia	4617	0 years	4603.0	19.0	33.0
Men	2027	Nova Scotia	26135	5 to 9 years	0.0	2.0	120.0
Men	2027	Nova Scotia	27371	10 to 14 years	0.0	2.0	111.0
Men	2027	Nova Scotia	27639	15 to 19 years	0.0	13.0	114.0
Men	2027	Nova Scotia	35802	20 to 24 years	0.0	29.0	188.0
Men	2027	Nova Scotia	39196	25 to 29 years	0.0	35.0	76.0
Men	2027	Nova Scotia	37430	30 to 34 years	0.0	35.0	146.0
Men	2027	Nova Scotia	34364	35 to 39 years	0.0	45.0	155.0
Men	2027	Nova Scotia	31994	40 to 44 years	0.0	58.0	97.0
Men	2027	Nova Scotia	30410	45 to 49 years	0.0	83.0	115.0
Men	2027	Nova Scotia	31749	50 to 54 years	0.0	138.0	144.0
Men	2027	Nova Scotia	35540	55 to 59 years	0.0	242.0	221.0
Men	2027	Nova Scotia	38737	60 to 64 years	0.0	415.0	228.0
Men	2027	Nova Scotia	33750	65 to 69 years	0.0	587.0	153.0
Men	2027	Nova Scotia	26000	70 to 74 years	0.0	689.0	69.0
Men	2027	Nova Scotia	18472	75 to 79 years	0.0	820.0	33.0
Men	2027	Nova Scotia	9195	80 to 84 years	0.0	713.0	11.0
Men	2027	Nova Scotia	3722	85 to 89 years	0.0	535.0	4.0
Men	2027	Nova Scotia	869	90 years and older	0.0	285.0	0.0
Women	2027	Nova Scotia	4604	0 years	4603.0	18.0	19.0
Women	2027	Nova Scotia	25170	5 to 9 years	0.0	2.0	116.0
Women	2027	Nova Scotia	25960	10 to 14 years	0.0	3.0	101.0
Women	2027	Nova Scotia	25734	15 to 19 years	0.0	6.0	141.0
Women	2027	Nova Scotia	32042	20 to 24 years	0.0	9.0	200.0
Women	2027	Nova Scotia	36022	25 to 29 years	0.0	13.0	204.0
Women	2027	Nova Scotia	37103	30 to 34 years	0.0	19.0	274.0
Women	2027	Nova Scotia	34324	35 to 39 years	0.0	31.0	178.0
Women	2027	Nova Scotia	33501	40 to 44 years	0.0	33.0	157.0
Women	2027	Nova Scotia	31590	45 to 49 years	0.0	52.0	137.0
Women	2027	Nova Scotia	34000	50 to 54 years	0.0	86.0	190.0
Women	2027	Nova Scotia	37710	55 to 59 years	0.0	162.0	200.0
Women	2027	Nova Scotia	41121	60 to 64 years	0.0	279.0	215.0
Women	2027	Nova Scotia	36871	65 to 69 years	0.0	393.0	110.0
Women	2027	Nova Scotia	29578	70 to 74 years	0.0	510.0	47.0
Women	2027	Nova Scotia	22063	75 to 79 years	0.0	667.0	13.0
Women	2027	Nova Scotia	12605	80 to 84 years	0.0	683.0	21.0
Women	2027	Nova Scotia	6192	85 to 89 years	0.0	630.0	3.0
Women	2027	Nova Scotia	2547	90 years and older	0.0	646.0	2.0
Men	2027	New Brunswick	3529	0 years	3534.0	16.0	11.0
Men	2027	New Brunswick	21259	5 to 9 years	0.0	1.0	134.0
Men	2027	New Brunswick	22180	10 to 14 years	0.0	2.0	78.0
Men	2027	New Brunswick	22199	15 to 19 years	0.0	12.0	11.0
Men	2027	New Brunswick	24090	20 to 24 years	0.0	21.0	-83.0
Men	2027	New Brunswick	25091	25 to 29 years	0.0	27.0	-76.0
Men	2027	New Brunswick	25482	30 to 34 years	0.0	29.0	62.0
Men	2027	New Brunswick	25625	35 to 39 years	0.0	39.0	36.0
Men	2027	New Brunswick	26066	40 to 44 years	0.0	48.0	56.0
Men	2027	New Brunswick	25652	45 to 49 years	0.0	72.0	74.0
Men	2027	New Brunswick	26653	50 to 54 years	0.0	106.0	97.0
Men	2027	New Brunswick	29205	55 to 59 years	0.0	186.0	154.0
Men	2027	New Brunswick	31063	60 to 64 years	0.0	309.0	172.0
Men	2027	New Brunswick	28128	65 to 69 years	0.0	442.0	110.0
Men	2027	New Brunswick	22149	70 to 74 years	0.0	572.0	58.0
Men	2027	New Brunswick	15229	75 to 79 years	0.0	652.0	31.0
Men	2027	New Brunswick	7810	80 to 84 years	0.0	574.0	19.0
Men	2027	New Brunswick	2933	85 to 89 years	0.0	411.0	0.0
Men	2027	New Brunswick	736	90 years and older	0.0	238.0	0.0
Women	2027	New Brunswick	3566	0 years	3534.0	14.0	46.0
Women	2027	New Brunswick	20372	5 to 9 years	0.0	1.0	64.0
Women	2027	New Brunswick	21603	10 to 14 years	0.0	2.0	91.0
Women	2027	New Brunswick	20950	15 to 19 years	0.0	5.0	9.0
Women	2027	New Brunswick	22014	20 to 24 years	0.0	8.0	-152.0
Women	2027	New Brunswick	23579	25 to 29 years	0.0	11.0	44.0
Women	2027	New Brunswick	25632	30 to 34 years	0.0	16.0	89.0
Women	2027	New Brunswick	26309	35 to 39 years	0.0	23.0	74.0
Women	2027	New Brunswick	26318	40 to 44 years	0.0	30.0	39.0
Women	2027	New Brunswick	26626	45 to 49 years	0.0	46.0	72.0
Women	2027	New Brunswick	27192	50 to 54 years	0.0	72.0	134.0
Women	2027	New Brunswick	30219	55 to 59 years	0.0	130.0	169.0
Women	2027	New Brunswick	32228	60 to 64 years	0.0	221.0	138.0
Women	2027	New Brunswick	30367	65 to 69 years	0.0	316.0	96.0
Women	2027	New Brunswick	24656	70 to 74 years	0.0	400.0	18.0
Women	2027	New Brunswick	17698	75 to 79 years	0.0	498.0	-6.0
Women	2027	New Brunswick	10104	80 to 84 years	0.0	527.0	17.0
Women	2027	New Brunswick	5068	85 to 89 years	0.0	492.0	8.0
Women	2027	New Brunswick	2131	90 years and older	0.0	520.0	1.0
Men	2027	Quebec	43415	0 years	43652.0	204.0	-33.0
Men	2027	Quebec	239751	5 to 9 years	0.0	24.0	-308.0
Men	2027	Quebec	249392	10 to 14 years	0.0	24.0	-229.0
Men	2027	Quebec	234641	15 to 19 years	0.0	72.0	-129.0
Men	2027	Quebec	253405	20 to 24 years	0.0	132.0	-623.0
Men	2027	Quebec	293427	25 to 29 years	0.0	179.0	-619.0
Men	2027	Quebec	313242	30 to 34 years	0.0	219.0	-582.0
Men	2027	Quebec	292446	35 to 39 years	0.0	258.0	-546.0
Men	2027	Quebec	307903	40 to 44 years	0.0	373.0	-334.0
Men	2027	Quebec	283111	45 to 49 years	0.0	542.0	-232.0
Men	2027	Quebec	260842	50 to 54 years	0.0	808.0	-94.0
Men	2027	Quebec	285423	55 to 59 years	0.0	1451.0	-7.0
Men	2027	Quebec	304458	60 to 64 years	0.0	2520.0	0.0
Men	2027	Quebec	267963	65 to 69 years	0.0	3622.0	38.0
Men	2027	Quebec	206051	70 to 74 years	0.0	4465.0	-42.0
Men	2027	Quebec	148434	75 to 79 years	0.0	5479.0	-39.0
Men	2027	Quebec	79211	80 to 84 years	0.0	5240.0	-14.0
Men	2027	Quebec	31865	85 to 89 years	0.0	4003.0	-9.0
Men	2027	Quebec	9919	90 years and older	0.0	2710.0	-4.0
Women	2027	Quebec	43443	0 years	43652.0	169.0	-40.0
Women	2027	Quebec	227758	5 to 9 years	0.0	15.0	-270.0
Women	2027	Quebec	237783	10 to 14 years	0.0	21.0	-244.0
Women	2027	Quebec	225961	15 to 19 years	0.0	36.0	-3.0
Women	2027	Quebec	238959	20 to 24 years	0.0	50.0	-416.0
Women	2027	Quebec	269949	25 to 29 years	0.0	75.0	-670.0
Women	2027	Quebec	293575	30 to 34 years	0.0	100.0	-557.0
Women	2027	Quebec	280517	35 to 39 years	0.0	140.0	-418.0
Women	2027	Quebec	295446	40 to 44 years	0.0	219.0	-292.0
Women	2027	Quebec	273839	45 to 49 years	0.0	329.0	-136.0
Women	2027	Quebec	253519	50 to 54 years	0.0	533.0	-58.0
Women	2027	Quebec	281363	55 to 59 years	0.0	996.0	-14.0
Women	2027	Quebec	308201	60 to 64 years	0.0	1779.0	-56.0
Women	2027	Quebec	281373	65 to 69 years	0.0	2530.0	-66.0
Women	2027	Quebec	225288	70 to 74 years	0.0	3327.0	-46.0
Women	2027	Quebec	173353	75 to 79 years	0.0	4336.0	-40.0
Women	2027	Quebec	106097	80 to 84 years	0.0	4891.0	-50.0
Women	2027	Quebec	55789	85 to 89 years	0.0	4997.0	-18.0
Women	2027	Quebec	27724	90 years and older	0.0	6094.0	-5.0
Men	2027	Ontario	78863	0 years	79159.0	380.0	84.0
Men	2027	Ontario	408243	5 to 9 years	0.0	40.0	9.0
Men	2027	Ontario	425296	10 to 14 years	0.0	42.0	172.0
Men	2027	Ontario	460692	15 to 19 years	0.0	170.0	-74.0
Men	2027	Ontario	571626	20 to 24 years	0.0	378.0	-1605.0
Men	2027	Ontario	642435	25 to 29 years	0.0	565.0	-161.0
Men	2027	Ontario	615483	30 to 34 years	0.0	652.0	244.0
Men	2027	Ontario	545895	35 to 39 years	0.0	704.0	185.0
Men	2027	Ontario	489667	40 to 44 years	0.0	819.0	-9.0
Men	2027	Ontario	452123	45 to 49 years	0.0	1051.0	-126.0
Men	2027	Ontario	461784	50 to 54 years	0.0	1659.0	-144.0
Men	2027	Ontario	483824	55 to 59 years	0.0	2805.0	-388.0
Men	2027	Ontario	485835	60 to 64 years	0.0	4431.0	-462.0
Men	2027	Ontario	398073	65 to 69 years	0.0	5487.0	-528.0
Men	2027	Ontario	306760	70 to 74 years	0.0	6537.0	-232.0
Men	2027	Ontario	223114	75 to 79 years	0.0	7791.0	-91.0
Men	2027	Ontario	122540	80 to 84 years	0.0	7633.0	-29.0
Men	2027	Ontario	55669	85 to 89 years	0.0	6640.0	-15.0
Men	2027	Ontario	17488	90 years and older	0.0	4745.0	4.0
Women	2027	Ontario	78863	0 years	79159.0	327.0	31.0
Women	2027	Ontario	388061	5 to 9 years	0.0	38.0	70.0
Women	2027	Ontario	400536	10 to 14 years	0.0	40.0	68.0
Women	2027	Ontario	428161	15 to 19 years	0.0	85.0	-7.0
Women	2027	Ontario	513994	20 to 24 years	0.0	154.0	-1057.0
Women	2027	Ontario	580225	25 to 29 years	0.0	232.0	-252.0
Women	2027	Ontario	579057	30 to 34 years	0.0	312.0	-159.0
Women	2027	Ontario	534038	35 to 39 years	0.0	358.0	66.0
Women	2027	Ontario	497119	40 to 44 years	0.0	472.0	-11.0
Women	2027	Ontario	475090	45 to 49 years	0.0	666.0	-279.0
Women	2027	Ontario	490088	50 to 54 years	0.0	1096.0	-391.0
Women	2027	Ontario	507173	55 to 59 years	0.0	1813.0	-521.0
Women	2027	Ontario	510634	60 to 64 years	0.0	2822.0	-593.0
Women	2027	Ontario	442050	65 to 69 years	0.0	3775.0	-466.0
Women	2027	Ontario	356948	70 to 74 years	0.0	4953.0	-216.0
Women	2027	Ontario	269158	75 to 79 years	0.0	6257.0	-123.0
